X	Y	flickr	survey	popcount
119893.65015872	961311.99149234	0.00000000	4.00000000	0.00000000
129893.65015872	961311.99149234	0.00000000	7.00000000	0.00000000
139893.65015872	961311.99149234	0.00000000	9.00000000	77.76746368
149893.65015872	961311.99149234	2.00000000	11.00000000	694.43530273
159893.65015872	961311.99149234	0.00000000	8.00000000	172.75958252
169893.65015872	961311.99149234	0.00000000	7.00000000	0.00000000
179893.65015872	961311.99149234	0.00000000	5.00000000	0.00000000
189893.65015872	961311.99149234	0.00000000	6.00000000	0.00000000
199893.65015872	961311.99149234	0.00000000	7.00000000	0.00000000
209893.65015872	961311.99149234	0.00000000	10.00000000	0.00000000
219893.65015872	961311.99149234	1.00000000	11.00000000	71.74859619
229893.65015872	961311.99149234	0.00000000	10.00000000	114.83464050
239893.65015872	961311.99149234	0.00000000	13.00000000	98.23126221
249893.65015872	961311.99149234	1.00000000	12.00000000	104.81493378
259893.65015872	961311.99149234	1.00000000	13.00000000	104.38508606
269893.65015872	961311.99149234	3.00000000	12.00000000	117.96701050
279893.65015872	961311.99149234	1.00000000	11.00000000	171.69335938
289893.65015872	961311.99149234	0.00000000	12.00000000	162.65718079
299893.65015872	961311.99149234	0.00000000	12.00000000	677.90875244
309893.65015872	961311.99149234	0.00000000	12.00000000	2297.42504883
319893.65015872	961311.99149234	0.00000000	13.00000000	517.42706299
329893.65015872	961311.99149234	0.00000000	12.00000000	760.14227295
339893.65015872	961311.99149234	0.00000000	10.00000000	134.43290710
349893.65015872	961311.99149234	0.00000000	4.00000000	0.00000000
359893.65015872	961311.99149234	0.00000000	2.00000000	0.00000000
369893.65015872	961311.99149234	0.00000000	1.00000000	0.00000000
79893.65015872	951311.99149234	0.00000000	1.00000000	0.00000000
89893.65015872	951311.99149234	0.00000000	2.00000000	0.00000000
99893.65015872	951311.99149234	0.00000000	3.00000000	0.00000000
109893.65015872	951311.99149234	0.00000000	8.00000000	0.02419992
119893.65015872	951311.99149234	0.00000000	10.00000000	0.05132082
129893.65015872	951311.99149234	1.00000000	10.00000000	147.70072937
139893.65015872	951311.99149234	0.00000000	10.00000000	551.11242676
149893.65015872	951311.99149234	0.00000000	11.00000000	809.74884033
159893.65015872	951311.99149234	0.00000000	10.00000000	104.12834167
169893.65015872	951311.99149234	0.00000000	9.00000000	0.00000000
179893.65015872	951311.99149234	0.00000000	7.00000000	0.00000000
189893.65015872	951311.99149234	0.00000000	8.00000000	0.00000000
199893.65015872	951311.99149234	0.00000000	9.00000000	0.00000000
209893.65015872	951311.99149234	3.00000000	12.00000000	4.17427111
219893.65015872	951311.99149234	2.00000000	12.00000000	70.00126648
229893.65015872	951311.99149234	0.00000000	11.00000000	114.49405670
239893.65015872	951311.99149234	0.00000000	12.00000000	113.94869232
249893.65015872	951311.99149234	0.00000000	10.00000000	116.74240875
259893.65015872	951311.99149234	0.00000000	12.00000000	119.66208649
269893.65015872	951311.99149234	0.00000000	10.00000000	149.57760620
279893.65015872	951311.99149234	0.00000000	10.00000000	134.59329224
329893.65015872	951311.99149234	0.00000000	11.00000000	636.94665527
339893.65015872	951311.99149234	4.00000000	11.00000000	7688.01757813
349893.65015872	951311.99149234	0.00000000	3.00000000	0.00000000
359893.65015872	951311.99149234	0.00000000	2.00000000	0.00000000
59893.65015872	941311.99149234	0.00000000	1.00000000	0.00000000
69893.65015872	941311.99149234	0.00000000	2.00000000	0.59508163
79893.65015872	941311.99149234	0.00000000	2.00000000	0.00000000
89893.65015872	941311.99149234	0.00000000	4.00000000	0.00000000
99893.65015872	941311.99149234	0.00000000	10.00000000	2.93741846
109893.65015872	941311.99149234	0.00000000	13.00000000	35.93915939
119893.65015872	941311.99149234	3.00000000	13.00000000	376.23617554
129893.65015872	941311.99149234	0.00000000	10.00000000	684.64550781
139893.65015872	941311.99149234	1.00000000	12.00000000	1369.81262207
149893.65015872	941311.99149234	2.00000000	11.00000000	778.39080811
159893.65015872	941311.99149234	0.00000000	11.00000000	106.11893463
169893.65015872	941311.99149234	0.00000000	10.00000000	0.00000000
179893.65015872	941311.99149234	0.00000000	9.00000000	0.00000000
189893.65015872	941311.99149234	0.00000000	8.00000000	0.00000000
199893.65015872	941311.99149234	0.00000000	11.00000000	1.57689667
209893.65015872	941311.99149234	0.00000000	12.00000000	2.79626155
219893.65015872	941311.99149234	0.00000000	11.00000000	108.38067627
229893.65015872	941311.99149234	0.00000000	8.00000000	115.37928009
319893.65015872	941311.99149234	0.00000000	11.00000000	555.39074707
329893.65015872	941311.99149234	0.00000000	10.00000000	424.45059204
339893.65015872	941311.99149234	0.00000000	5.00000000	34.00149155
349893.65015872	941311.99149234	0.00000000	2.00000000	0.00000000
359893.65015872	941311.99149234	0.00000000	1.00000000	0.00000000
59893.65015872	931311.99149234	0.00000000	1.00000000	0.00000000
69893.65015872	931311.99149234	0.00000000	2.00000000	0.00000000
79893.65015872	931311.99149234	0.00000000	4.00000000	0.00000000
89893.65015872	931311.99149234	0.00000000	5.00000000	0.00000000
99893.65015872	931311.99149234	0.00000000	14.00000000	63.93955612
109893.65015872	931311.99149234	1.00000000	14.00000000	141.00059509
119893.65015872	931311.99149234	0.00000000	12.00000000	267.42184448
129893.65015872	931311.99149234	0.00000000	12.00000000	1063.70190430
139893.65015872	931311.99149234	3.00000000	12.00000000	7495.15185547
149893.65015872	931311.99149234	0.00000000	11.00000000	2142.88037109
159893.65015872	931311.99149234	0.00000000	11.00000000	111.34928131
169893.65015872	931311.99149234	0.00000000	10.00000000	0.00000000
179893.65015872	931311.99149234	0.00000000	9.00000000	0.00000000
189893.65015872	931311.99149234	0.00000000	8.00000000	0.00000000
199893.65015872	931311.99149234	3.00000000	13.00000000	20.57767677
209893.65015872	931311.99149234	0.00000000	14.00000000	110.06397247
219893.65015872	931311.99149234	3.00000000	11.00000000	109.51768494
229893.65015872	931311.99149234	0.00000000	9.00000000	107.71377563
309893.65015872	931311.99149234	1.00000000	11.00000000	366.10516357
319893.65015872	931311.99149234	0.00000000	11.00000000	121.72367096
329893.65015872	931311.99149234	0.00000000	7.00000000	0.00000000
339893.65015872	931311.99149234	0.00000000	4.00000000	0.00000000
349893.65015872	931311.99149234	0.00000000	1.00000000	0.00000000
359893.65015872	931311.99149234	0.00000000	1.00000000	0.00000000
59893.65015872	921311.99149234	0.00000000	2.00000000	0.00000000
69893.65015872	921311.99149234	0.00000000	3.00000000	0.00000000
79893.65015872	921311.99149234	0.00000000	4.00000000	0.00000000
89893.65015872	921311.99149234	0.00000000	10.00000000	0.00000000
99893.65015872	921311.99149234	0.00000000	16.00000000	80.89482880
109893.65015872	921311.99149234	0.00000000	14.00000000	143.30508423
119893.65015872	921311.99149234	0.00000000	12.00000000	198.22746277
129893.65015872	921311.99149234	1.00000000	12.00000000	215.21551514
139893.65015872	921311.99149234	3.00000000	13.00000000	439.19778442
149893.65015872	921311.99149234	0.00000000	12.00000000	0.00000000
159893.65015872	921311.99149234	0.00000000	10.00000000	0.00000000
169893.65015872	921311.99149234	0.00000000	10.00000000	0.00000000
179893.65015872	921311.99149234	0.00000000	10.00000000	0.00000000
189893.65015872	921311.99149234	0.00000000	10.00000000	0.00000000
199893.65015872	921311.99149234	0.00000000	15.00000000	18.42335129
209893.65015872	921311.99149234	27.00000000	15.00000000	132.08363342
219893.65015872	921311.99149234	1.00000000	9.00000000	174.01925659
229893.65015872	921311.99149234	0.00000000	8.00000000	185.93478394
299893.65015872	921311.99149234	0.00000000	12.00000000	302.62847900
309893.65015872	921311.99149234	0.00000000	11.00000000	201.82176208
319893.65015872	921311.99149234	0.00000000	10.00000000	0.00000000
329893.65015872	921311.99149234	0.00000000	4.00000000	0.00000000
339893.65015872	921311.99149234	0.00000000	4.00000000	0.00000000
349893.65015872	921311.99149234	0.00000000	1.00000000	0.00000000
-106.34984128	911311.99149234	0.00000000	1.00000000	0.00000000
9893.65015872	911311.99149234	0.00000000	2.00000000	0.00000000
19893.65015872	911311.99149234	0.00000000	2.00000000	0.24627927
59893.65015872	911311.99149234	0.00000000	2.00000000	0.00000000
69893.65015872	911311.99149234	0.00000000	3.00000000	0.00000000
79893.65015872	911311.99149234	0.00000000	4.00000000	0.00000000
89893.65015872	911311.99149234	0.00000000	11.00000000	1.03972816
99893.65015872	911311.99149234	2.00000000	14.00000000	124.01451111
109893.65015872	911311.99149234	0.00000000	13.00000000	220.39686584
